避難收容處所名稱,is_indoor,classification_reasoning
高雄市仁武區灣內國民小學,True,基於原始室內標記
高雄市左營區舊城國民小學,True,基於原始室內標記
高雄市左營區福山國民小學,True,基於原始室內標記
屏東市崇蘭國小,True,基於原始室內標記
護安寺,True,基於原始室內標記
左營揚善堂,True,基於原始室內標記
國立屏東高中,True,基於原始室內標記
屏東市和平國小,True,基於原始室內標記
天府宮,True,基於規則推斷 (預設為室內 - 安全原則)
黎明國小,True,基於原始室內標記
太麻里鄉美和國民小學,True,基於原始室內標記
高雄市大樹區大樹國民小學,True,基於規則推斷 (預設為室內 - 安全原則)
高雄市左營區明德國民小學,True,基於原始室內標記
?後北極殿,True,基於原始室內標記
高雄市仁武區八卦國民小學,True,基於原始室內標記
左營區公所8樓大禮堂,True,基於原始室內標記
涼山社區活動中心,True,基於原始室內標記
高雄市左營區左營國民小學,True,基於原始室內標記
高楠活動中心,True,基於原始室內標記
屏東縣立至正國中,True,基於原始室內標記
知本金聯世紀酒店,True,基於規則推斷 (預設為室內 - 安全原則)
大樹區公所二樓會議室,True,基於原始室內標記
長治國中,True,基於原始室內標記
高雄市立左營高級中學,True,基於原始室內標記
德協國小,True,基於原始室內標記
大社村辦公處含活動中心,True,基於原始室內標記
高雄東照山關帝廟備用,True,基於原始室內標記
循理會南三和教會,True,基於原始室內標記
復興永清里活動中心,True,基於原始室內標記
祥和山莊活動中心,True,基於原始室內標記
原大樹鄉民代表會,True,基於原始室內標記
臺東縣農會東遊季溫泉渡假村,True,基於規則推斷 (預設為室內 - 安全原則)
溫泉國民小學,True,基於規則推斷 (預設為室內 - 安全原則)
溫泉村活動中心,True,基於規則推斷 (活動中心通常為室內設施)
高雄市仁武區.烏林國民小學,True,基於原始室內標記
元新溫泉飯店,True,基於規則推斷 (預設為室內 - 安全原則)
屏東市海豐國小,True,基於原始室內標記
高雄市仁武區仁武國民小學,True,基於原始室內標記
仁武區綜合活動中心,True,基於原始室內標記
隘寮國小,True,基於原始室內標記
繁華國小,True,基於原始室內標記
瑪家國中,True,基於原始室內標記
亞莊酒店,True,基於規則推斷 (預設為室內 - 安全原則)
中村基督長老教會,True,基於原始室內標記
玉泉社區活動中心,True,基於原始室內標記
仁武里活動中心,True,基於原始室內標記
知本社區活動中心,True,基於原始室內標記
北葉國小體育館,True,基於原始室內標記
F Hotel,True,基於規則推斷 (預設為室內 - 安全原則)
高雄市楠梓區廣、大、久、盛昌里活動中心,True,基於原始室內標記
建業社區活動中心,True,基於原始室內標記
中華里活動中心,True,基於原始室內標記
高雄市楠梓區油廠國民小學,True,基於原始室內標記
北葉社區活動中心,True,基於原始室內標記
高雄市仁武區竹後國民小學,True,基於原始室內標記
高雄市左營區莒光國民小學,True,基於原始室內標記
高雄市楠梓區莒光國民小學,True,基於原始室內標記
高雄市立右昌國民中學,True,基於原始室內標記
高雄市楠梓區右昌國民小學,True,基於原始室內標記
三地門鄉立體育館,True,基於原始室內標記
地磨兒國小,True,基於原始室內標記
國軍退役官兵輔導委員會高雄榮譽國民之家,True,基於原始室內標記
高雄市楠梓區宏昌等六里聯合活動中心,True,基於原始室內標記
臺東縣臺東市建和國小,True,基於原始室內標記
高雄市立國昌國民中學,True,基於原始室內標記
高雄市楠梓區加昌國民小學,True,基於原始室內標記
建農里民眾活動中心,True,基於原始室內標記
高雄市楠梓區後勁國民小學,True,基於原始室內標記
中里社區活動中心,True,基於原始室內標記
高雄市立後勁國民中學,True,基於原始室內標記
九如鄉九如國民小學,True,基於原始室內標記
高雄市楠梓區仁昌里活動中心,True,基於原始室內標記
高雄市楠梓區楠陽國民小學,True,基於原始室內標記
高雄市楠梓區翠屏里活動中心,True,基於原始室內標記
高雄市楠梓區惠豐里活動中心,True,基於原始室內標記
高雄市楠梓區援中國民小學,True,基於原始室內標記
高雄市楠梓區行政中心7樓大禮堂,True,基於原始室內標記
高雄市立蚵寮國民中學（備用）,True,基於原始室內標記
高雄市立大社國民中學,True,基於原始室內標記
大社老人文康中心,True,基於原始室內標記
高雄市立翠屏國民中小學,True,基於規則推斷 (預設為室內 - 安全原則)
高雄市立中山高級中學,True,基於原始室內標記
智信蚵社區聯合活動中心（備用）,True,基於原始室內標記
大社中山堂,True,基於原始室內標記
高雄市楠梓區惠民里集會所,True,基於原始室內標記
豐里社區活動中心,True,基於原始室內標記
高雄市楠梓區楠梓國民小學,True,基於原始室內標記
高雄市梓官區蚵寮國民小學（備用）,True,基於原始室內標記
高雄市立楠梓國民中學,True,基於原始室內標記
保安里活動中心,True,基於原始室內標記
九如鄉圖書館,True,基於原始室內標記
赤崁老人活動中心（備用）,True,基於原始室內標記
國立臺東大學,True,基於規則推斷 (預設為室內 - 安全原則)
高雄市橋頭區甲圍國民小學,True,基於規則推斷 (預設為室內 - 安全原則)
新圍國小,True,基於原始室內標記
彭厝國小,True,基於原始室內標記
九如鄉公所禮堂,True,基於原始室內標記
高雄市大樹區興田國民小學,True,基於規則推斷 (預設為室內 - 安全原則)
賽嘉國小,True,基於原始室內標記
賽嘉村辦公處含活動中心,True,基於原始室內標記
高雄市立楠梓高級中學,True,基於原始室內標記
霧台長老教會,True,基於原始室內標記
霧台社區活動中心,True,基於原始室內標記
霧臺國小,True,基於原始室內標記
霧台國小運動場,False,基於原始室外標記
佛光山寺備用,True,基於原始室內標記
霧台鄉避難收容所,True,基於原始室內標記
神山社區活動中心運動場,False,基於原始室外標記
高雄市橋頭區仕隆國民小學,True,基於規則推斷 (預設為室內 - 安全原則)
高雄市橋頭區興糖國民小學,True,基於規則推斷 (預設為室內 - 安全原則)
高雄市燕巢區鳳雄國民小學（備用）,True,基於原始室內標記
鹽埔國中,True,基於原始室內標記
臺東市公所,True,基於原始室內標記
鳳雄營區,True,基於原始室內標記
梓平社區活動中心（備用）,True,基於原始室內標記
鄉立幼兒園,True,基於原始室內標記
橋頭區公所,True,基於原始室內標記
高雄市立橋頭國民中學,True,基於規則推斷 (預設為室內 - 安全原則)
梓和社區活動中心（備用）,True,基於原始室內標記
高雄市橋頭區五林國民小學,True,基於規則推斷 (預設為室內 - 安全原則)
梓官國小（備用）,True,基於原始室內標記
高雄市立彌陀國民中學（備用）,True,基於原始室內標記
梓官區公所,True,基於原始室內標記
中華社區活動中心,True,基於原始室內標記
高雄市橋頭區橋頭國民小學,True,基於規則推斷 (預設為室內 - 安全原則)
高雄市立梓官國民中學,True,基於原始室內標記
新園社區活動中心,True,基於原始室內標記
四維寶桑多功能活動中心,True,基於原始室內標記
東興村活動中心,True,基於規則推斷 (活動中心通常為室內設施)
臺東縣臺東市新園國小,True,基於原始室內標記
塔樓國小,True,基於原始室內標記
口社國小,True,基於原始室內標記
高雄市燕巢區橫山國民小學（備用）,True,基於原始室內標記
口社村辦公處含活動中心,True,基於原始室內標記
地磨兒國小德文分校,True,基於原始室內標記
財團法人臺東縣私立仁愛之家,True,基於規則推斷 (預設為室內 - 安全原則)
德文村辦公處含活動中心,True,基於原始室內標記
行政院國軍退除役官兵輔導委員會馬蘭榮譽國民之家,True,基於規則推斷 (預設為室內 - 安全原則)
嶺口營區,True,基於原始室內標記
玉田國小,True,基於原始室內標記
豐田里民眾活動中心,True,基於原始室內標記
利嘉村活動中心,True,基於規則推斷 (活動中心通常為室內設施)
南勝社區活動中心備用,True,基於原始室內標記
高雄市燕巢區深水國民小學（備用）,True,基於原始室內標記
里港鄉立圖書館,True,基於原始室內標記
載興國小,True,基於原始室內標記
里港國小,True,基於原始室內標記
高雄市政府社會局仁愛之家,True,基於原始室內標記
彌陀區公所,True,基於原始室內標記
太平村活動中心,True,基於規則推斷 (活動中心通常為室內設施)
卑南里民眾活動中心,True,基於原始室內標記
高雄市岡山區和平國民小學,True,基於原始室內標記
彌仁社區活動中心（備用）,True,基於原始室內標記
燕巢區民眾活動中心,True,基於原始室內標記
富豐社區活動中心,True,基於原始室內標記
高雄市彌陀區彌陀國民小學,True,基於原始室內標記
高雄市岡山區兆湘國民小學,True,基於原始室內標記
高雄市立燕巢國民中學（備用）,True,基於原始室內標記
鹽埕過港社區康樂室（備用）,True,基於原始室內標記
屏東縣立泰山國民小學,True,基於原始室內標記
燕巢區公所禮堂,True,基於原始室內標記
馬兒村辦公處含活動中心,True,基於原始室內標記
臺東棒球村第一棒球場,True,基於原始室內標記
高雄市立前峰國民中學,True,基於規則推斷 (預設為室內 - 安全原則)
金陵營區,True,基於原始室內標記
太平國民小學,True,基於規則推斷 (預設為室內 - 安全原則)
安招國民小學備用,True,基於原始室內標記
竹圍國小,True,基於原始室內標記
高雄市岡山區岡山國民小學,True,基於規則推斷 (預設為室內 - 安全原則)
臺東市老人文康活動中心,True,基於原始室內標記
高雄市岡山區後紅國民小學,True,基於原始室內標記
高雄市岡山區前峰國民小學,True,基於原始室內標記
泰安活動中心,True,基於規則推斷 (活動中心通常為室內設施)
高雄市燕巢區燕巢國民小學（備用）,True,基於原始室內標記
